"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","group","ensembl_gene_id","Gene_name"
"ENSG00000131730.16",225.201,-0.835,0.65,-1.285,0.199,1,"insig","ENSG00000131730","CKMT2"
"ENSG00000131732.12",789.12,0.323,0.206,1.567,0.117,0.969,"insig","ENSG00000131732","ZCCHC9"
"ENSG00000131738.11",0.124,0.561,2.688,0.209,0.835,1,"insig","ENSG00000131738","KRT33B"
"ENSG00000131746.13",59.524,-3.113,0.885,-3.518,0,0.115,"insig","ENSG00000131746","TNS4"
"ENSG00000131747.15",1883.639,-0.766,0.575,-1.331,0.183,1,"insig","ENSG00000131747","TOP2A"
"ENSG00000131748.16",2325.963,-0.113,0.149,-0.754,0.451,1,"insig","ENSG00000131748","STARD3"
"ENSG00000131759.18",1944.091,0.183,0.24,0.765,0.445,1,"insig","ENSG00000131759","RARA"
"ENSG00000131771.14",224.235,-0.052,1.171,-0.044,0.965,1,"insig","ENSG00000131771","PPP1R1B"
"ENSG00000131779.11",1347.353,0.349,0.179,1.947,0.052,0.861,"insig","ENSG00000131779","PEX11B"
"ENSG00000131781.13",6334.013,-0.039,0.737,-0.053,0.958,1,"insig","ENSG00000131781","FMO5"
"ENSG00000131788.16",930.643,0.368,0.344,1.068,0.286,1,"insig","ENSG00000131788","PIAS3"
"ENSG00000131791.8",2605.615,0.479,0.421,1.139,0.255,1,"insig","ENSG00000131791","PRKAB2"
"ENSG00000131808.11",0,NA,NA,NA,NA,NA,"insig","ENSG00000131808","FSHB"
"ENSG00000131828.14",3556.402,-0.295,0.27,-1.094,0.274,1,"insig","ENSG00000131828","PDHA1"
"ENSG00000131831.18",582.636,0.046,0.484,0.096,0.924,1,"insig","ENSG00000131831","RAI2"
"ENSG00000131845.15",378.426,0.183,0.228,0.801,0.423,1,"insig","ENSG00000131845","ZNF304"
"ENSG00000131871.15",2864.977,-0.069,0.172,-0.403,0.687,1,"insig","ENSG00000131871","SELENOS"
"ENSG00000131873.7",1230.344,0.005,0.199,0.024,0.981,1,"insig","ENSG00000131873","CHSY1"
"ENSG00000131910.5",3200.719,0.172,0.787,0.219,0.827,1,"insig","ENSG00000131910","NR0B2"
"ENSG00000131914.11",3.098,2.674,1.555,1.72,0.085,0.945,"insig","ENSG00000131914","LIN28A"
"ENSG00000131931.8",327.72,0.023,0.15,0.154,0.877,1,"insig","ENSG00000131931","THAP1"
"ENSG00000131941.8",2664.558,-0.023,0.324,-0.07,0.945,1,"insig","ENSG00000131941","RHPN2"
"ENSG00000131966.14",1604.818,0.077,0.137,0.564,0.573,1,"insig","ENSG00000131966","ACTR10"
"ENSG00000131969.15",12.35,0.63,0.614,1.026,0.305,1,"insig","ENSG00000131969","ABHD12B"
"ENSG00000131979.20",1552.996,-0.012,0.645,-0.019,0.985,1,"insig","ENSG00000131979","GCH1"
"ENSG00000131981.16",6061.307,0.092,0.467,0.197,0.844,1,"insig","ENSG00000131981","LGALS3"
"ENSG00000131982.5",0.061,0.149,3.657,0.041,0.968,1,"insig","ENSG00000131982","UBE2L2"
"ENSG00000132002.9",5177.78,0.179,0.227,0.79,0.43,1,"insig","ENSG00000132002","DNAJB1"
"ENSG00000132004.13",429.179,-0.177,0.284,-0.625,0.532,1,"insig","ENSG00000132004","FBXW9"
"ENSG00000132005.9",921.901,0.159,0.13,1.224,0.221,1,"insig","ENSG00000132005","RFX1"
"ENSG00000132010.16",9.517,-0.023,0.384,-0.06,0.952,1,"insig","ENSG00000132010","ZNF20"
"ENSG00000132031.13",68.738,0.749,0.673,1.113,0.266,1,"insig","ENSG00000132031","MATN3"
"ENSG00000132109.10",952.319,0.052,0.223,0.234,0.815,1,"insig","ENSG00000132109","TRIM21"
"ENSG00000132122.12",285.65,0.093,0.302,0.309,0.758,1,"insig","ENSG00000132122","SPATA6"
"ENSG00000132141.14",95.878,-0.274,0.396,-0.692,0.489,1,"insig","ENSG00000132141","CCT6B"
"ENSG00000132153.15",2827.207,-0.111,0.128,-0.868,0.385,1,"insig","ENSG00000132153","DHX30"
"ENSG00000132164.10",235.739,3.163,0.925,3.418,0.001,0.127,"insig","ENSG00000132164","SLC6A11"
"ENSG00000132185.18",39.079,0.816,0.831,0.981,0.326,1,"insig","ENSG00000132185","FCRLA"
"ENSG00000132199.20",1865.072,0.277,0.257,1.076,0.282,1,"insig","ENSG00000132199","ENOSF1"
"ENSG00000132204.14",22.483,-0.449,1.1,-0.408,0.683,1,"insig","ENSG00000132204","LINC00470"
"ENSG00000132205.11",448.491,-0.488,0.393,-1.24,0.215,1,"insig","ENSG00000132205","EMILIN2"
"ENSG00000132207.18",0.141,-0.245,2.255,-0.109,0.913,1,"insig","ENSG00000132207","SLX1A"
"ENSG00000132254.13",2074.466,-0.118,0.165,-0.715,0.475,1,"insig","ENSG00000132254","ARFIP2"
"ENSG00000132259.13",11.262,-0.073,0.502,-0.146,0.884,1,"insig","ENSG00000132259","CNGA4"
"ENSG00000132275.11",867.593,0.089,0.164,0.541,0.588,1,"insig","ENSG00000132275","RRP8"
"ENSG00000132286.12",1031.806,-0.02,0.143,-0.137,0.891,1,"insig","ENSG00000132286","TIMM10B"
"ENSG00000132294.15",3057.177,-0.044,0.244,-0.182,0.855,1,"insig","ENSG00000132294","EFR3A"
"ENSG00000132300.19",2178.459,-0.267,0.178,-1.498,0.134,0.984,"insig","ENSG00000132300","PTCD3"
"ENSG00000132313.15",1668.598,-0.044,0.179,-0.247,0.805,1,"insig","ENSG00000132313","MRPL35"
"ENSG00000132321.17",138.594,1.453,0.685,2.121,0.034,0.755,"insig","ENSG00000132321","IQCA1"
"ENSG00000132323.9",1097.045,0.039,0.161,0.245,0.806,1,"insig","ENSG00000132323","ILKAP"
"ENSG00000132329.11",1117.1,0.955,0.562,1.701,0.089,0.945,"insig","ENSG00000132329","RAMP1"
"ENSG00000132330.18",121.353,0.257,0.253,1.016,0.31,1,"insig","ENSG00000132330","SCLY"
"ENSG00000132334.17",1081.042,0.485,0.391,1.24,0.215,1,"insig","ENSG00000132334","PTPRE"
"ENSG00000132341.12",7787.729,-0.111,0.223,-0.499,0.618,1,"insig","ENSG00000132341","RAN"
"ENSG00000132357.14",399.742,-0.533,0.441,-1.21,0.226,1,"insig","ENSG00000132357","CARD6"
"ENSG00000132361.18",8859.713,-0.194,0.311,-0.624,0.533,1,"insig","ENSG00000132361","CLUH"
"ENSG00000132376.20",1475.086,-0.001,0.16,-0.006,0.995,1,"insig","ENSG00000132376","INPP5K"
"ENSG00000132382.15",2366.761,-0.221,0.209,-1.058,0.29,1,"insig","ENSG00000132382","MYBBP1A"
"ENSG00000132383.12",2969.655,-0.085,0.181,-0.472,0.637,1,"insig","ENSG00000132383","RPA1"
"ENSG00000132386.11",17480.625,-0.206,0.769,-0.268,0.788,1,"insig","ENSG00000132386","SERPINF1"
"ENSG00000132394.11",943.77,0.021,0.281,0.073,0.942,1,"insig","ENSG00000132394","EEFSEC"
"ENSG00000132405.19",476.354,-0.2,0.328,-0.61,0.542,1,"insig","ENSG00000132405","TBC1D14"
"ENSG00000132406.12",714.832,0.073,0.165,0.443,0.658,1,"insig","ENSG00000132406","TMEM128"
"ENSG00000132423.12",307.27,-0.124,0.366,-0.339,0.734,1,"insig","ENSG00000132423","COQ3"
"ENSG00000132429.10",9.77,-3.76,0.94,-4.001,0,0.037,"down","ENSG00000132429","POPDC3"
"ENSG00000132432.14",1846.414,-0.085,0.217,-0.393,0.694,1,"insig","ENSG00000132432","SEC61G"
"ENSG00000132437.18",728.874,-0.217,0.873,-0.249,0.804,1,"insig","ENSG00000132437","DDC"
"ENSG00000132446.7",0.038,-0.657,3.657,-0.18,0.857,1,"insig","ENSG00000132446","FTHL17"
"ENSG00000132464.13",95.018,1.429,0.752,1.901,0.057,0.876,"insig","ENSG00000132464","ENAM"
"ENSG00000132465.12",1924.113,0.513,0.836,0.614,0.539,1,"insig","ENSG00000132465","JCHAIN"
"ENSG00000132467.4",1159.063,-0.012,0.196,-0.062,0.951,1,"insig","ENSG00000132467","UTP3"
"ENSG00000132470.14",11152.926,-0.009,0.597,-0.015,0.988,1,"insig","ENSG00000132470","ITGB4"
"ENSG00000132471.12",7749.347,0.142,0.229,0.621,0.535,1,"insig","ENSG00000132471","WBP2"
"ENSG00000132475.10",20682.638,0.007,0.202,0.035,0.972,1,"insig","ENSG00000132475","H3-3B"
"ENSG00000132478.10",1083.509,0.041,0.201,0.202,0.84,1,"insig","ENSG00000132478","UNK"
"ENSG00000132481.7",2802.694,0.418,0.393,1.063,0.288,1,"insig","ENSG00000132481","TRIM47"
"ENSG00000132485.14",2376.43,-0.027,0.169,-0.158,0.874,1,"insig","ENSG00000132485","ZRANB2"
"ENSG00000132507.18",9129.42,-0.355,0.201,-1.768,0.077,0.945,"insig","ENSG00000132507","EIF5A"
"ENSG00000132514.14",217.654,0.825,0.523,1.578,0.115,0.967,"insig","ENSG00000132514","CLEC10A"
"ENSG00000132517.15",30.193,2.14,0.65,3.292,0.001,0.15,"insig","ENSG00000132517","SLC52A1"
"ENSG00000132518.7",20.257,1.876,0.578,3.247,0.001,0.153,"insig","ENSG00000132518","GUCY2D"
"ENSG00000132522.16",21.73,0.196,0.354,0.554,0.579,1,"insig","ENSG00000132522","GPS2"
"ENSG00000132530.17",216.094,0.258,0.479,0.539,0.59,1,"insig","ENSG00000132530","XAF1"
"ENSG00000132541.11",9522.783,-0.148,0.721,-0.205,0.838,1,"insig","ENSG00000132541","RIDA"
"ENSG00000132561.14",1475.104,-0.074,0.454,-0.162,0.871,1,"insig","ENSG00000132561","MATN2"
"ENSG00000132570.15",1031.653,0.191,0.204,0.934,0.35,1,"insig","ENSG00000132570","PCBD2"
"ENSG00000132581.10",1844.179,-0.048,0.157,-0.309,0.758,1,"insig","ENSG00000132581","SDF2"
"ENSG00000132589.16",6660.731,0.01,0.201,0.048,0.962,1,"insig","ENSG00000132589","FLOT2"
"ENSG00000132591.12",2005.849,-0.174,0.177,-0.978,0.328,1,"insig","ENSG00000132591","ERAL1"
"ENSG00000132603.15",998.276,-0.153,0.171,-0.893,0.372,1,"insig","ENSG00000132603","NIP7"
"ENSG00000132604.11",1209.946,-0.004,0.145,-0.03,0.976,1,"insig","ENSG00000132604","TERF2"
"ENSG00000132612.16",1821.594,0.017,0.229,0.074,0.941,1,"insig","ENSG00000132612","VPS4A"
"ENSG00000132622.11",213.799,0.151,0.301,0.501,0.616,1,"insig","ENSG00000132622","HSPA12B"
"ENSG00000132623.16",597.224,0.201,0.24,0.836,0.403,1,"insig","ENSG00000132623","ANKEF1"
"ENSG00000132631.6",0,NA,NA,NA,NA,NA,"insig","ENSG00000132631","SCP2D1"
"ENSG00000132635.17",1546.481,0.065,0.264,0.246,0.806,1,"insig","ENSG00000132635","PCED1A"
"ENSG00000132640.15",1371.709,0.097,0.307,0.317,0.751,1,"insig","ENSG00000132640","BTBD3"
"ENSG00000132646.11",2566.792,-0.169,0.209,-0.81,0.418,1,"insig","ENSG00000132646","PCNA"
"ENSG00000132661.4",547.255,0.048,0.244,0.196,0.844,1,"insig","ENSG00000132661","NXT1"
"ENSG00000132671.6",0.285,0.909,2.556,0.356,0.722,1,"insig","ENSG00000132671","SSTR4"
"ENSG00000132676.16",4701.469,0.164,0.176,0.933,0.351,1,"insig","ENSG00000132676","DAP3"
"ENSG00000132677.13",177.142,1.546,0.804,1.923,0.055,0.866,"insig","ENSG00000132677","RHBG"
"ENSG00000132680.11",2280.601,0.089,0.333,0.267,0.789,1,"insig","ENSG00000132680","KHDC4"
"ENSG00000132681.17",3.085,0.985,0.574,1.715,0.086,0.945,"insig","ENSG00000132681","ATP1A4"
"ENSG00000132688.11",3675.696,0.564,0.427,1.321,0.187,1,"insig","ENSG00000132688","NES"
"ENSG00000132692.19",188.678,-0.304,0.664,-0.458,0.647,1,"insig","ENSG00000132692","BCAN"
"ENSG00000132693.12",101281.818,-0.553,0.774,-0.715,0.475,1,"insig","ENSG00000132693","CRP"
"ENSG00000132694.19",2859.261,0.313,0.276,1.134,0.257,1,"insig","ENSG00000132694","ARHGEF11"
"ENSG00000132698.15",3958.446,0,0.66,0,1,1,"insig","ENSG00000132698","RAB25"
"ENSG00000132702.13",6.46,0.217,0.489,0.444,0.657,1,"insig","ENSG00000132702","HAPLN2"
"ENSG00000132703.4",25566.829,-0.343,0.742,-0.462,0.644,1,"insig","ENSG00000132703","APCS"
"ENSG00000132704.16",20.909,1.614,0.979,1.648,0.099,0.945,"insig","ENSG00000132704","FCRL2"
"ENSG00000132716.19",2752.048,0.266,0.227,1.175,0.24,1,"insig","ENSG00000132716","DCAF8"
"ENSG00000132718.9",507.809,-0.474,0.434,-1.092,0.275,1,"insig","ENSG00000132718","SYT11"
"ENSG00000132740.10",1056.019,-0.007,0.345,-0.019,0.985,1,"insig","ENSG00000132740","IGHMBP2"
"ENSG00000132744.8",599.237,-0.029,0.576,-0.051,0.96,1,"insig","ENSG00000132744","ACY3"
"ENSG00000132749.11",475.147,0.055,0.591,0.093,0.926,1,"insig","ENSG00000132749","TESMIN"
"ENSG00000132763.15",855.246,0.215,0.446,0.482,0.63,1,"insig","ENSG00000132763","MMACHC"
"ENSG00000132768.14",900.38,-0.088,0.243,-0.362,0.718,1,"insig","ENSG00000132768","DPH2"
"ENSG00000132773.12",388.807,0.017,0.246,0.068,0.946,1,"insig","ENSG00000132773","TOE1"
"ENSG00000132780.17",3239.059,0.086,0.212,0.407,0.684,1,"insig","ENSG00000132780","NASP"
"ENSG00000132793.12",1227.071,0.047,0.236,0.199,0.843,1,"insig","ENSG00000132793","LPIN3"
"ENSG00000132801.7",166.608,0.523,0.242,2.162,0.031,0.723,"insig","ENSG00000132801","ZSWIM3"
"ENSG00000132819.17",1233.54,0.106,0.287,0.37,0.711,1,"insig","ENSG00000132819","RBM38"
"ENSG00000132821.12",327.454,-2.046,0.824,-2.484,0.013,0.501,"insig","ENSG00000132821","VSTM2L"
"ENSG00000132823.11",1188.21,-0.038,0.149,-0.255,0.798,1,"insig","ENSG00000132823","OSER1"
"ENSG00000132824.14",7077.906,-0.236,0.157,-1.501,0.133,0.983,"insig","ENSG00000132824","SERINC3"
"ENSG00000132825.7",196.578,-0.298,0.303,-0.985,0.325,1,"insig","ENSG00000132825","PPP1R3D"
"ENSG00000132832.10",0.281,0.103,1.346,0.077,0.939,1,"insig","ENSG00000132832","unknown"
"ENSG00000132837.15",3528.18,-0.257,1.089,-0.236,0.813,1,"insig","ENSG00000132837","DMGDH"
"ENSG00000132840.10",8256.368,-0.236,1.057,-0.224,0.823,1,"insig","ENSG00000132840","BHMT2"
"ENSG00000132846.6",824.144,-0.194,0.342,-0.568,0.57,1,"insig","ENSG00000132846","ZBED3"
"ENSG00000132854.19",97.826,-0.27,0.936,-0.289,0.773,1,"insig","ENSG00000132854","KANK4"
"ENSG00000132855.5",9233.178,-0.058,1.193,-0.049,0.961,1,"insig","ENSG00000132855","ANGPTL3"
"ENSG00000132872.12",0.959,1.504,1.469,1.024,0.306,1,"insig","ENSG00000132872","SYT4"
"ENSG00000132874.15",4.494,-0.079,0.56,-0.142,0.887,1,"insig","ENSG00000132874","SLC14A2"
"ENSG00000132879.14",951.805,0.145,0.296,0.49,0.624,1,"insig","ENSG00000132879","FBXO44"
"ENSG00000132881.12",93.585,-0.421,0.206,-2.038,0.042,0.821,"insig","ENSG00000132881","CPLANE2"
"ENSG00000132906.18",540.245,-0.073,0.233,-0.314,0.754,1,"insig","ENSG00000132906","CASP9"
"ENSG00000132911.5",0.771,-1.156,1.601,-0.722,0.47,1,"insig","ENSG00000132911","NMUR2"
"ENSG00000132912.13",2183.482,-0.145,0.153,-0.95,0.342,1,"insig","ENSG00000132912","DCTN4"
"ENSG00000132950.19",450.997,0.089,0.184,0.485,0.628,1,"insig","ENSG00000132950","ZMYM5"
"ENSG00000132952.12",698.305,0.026,0.244,0.108,0.914,1,"insig","ENSG00000132952","USPL1"
"ENSG00000132965.10",476.202,-0.465,0.481,-0.968,0.333,1,"insig","ENSG00000132965","ALOX5AP"
"ENSG00000132970.14",234.031,0.273,0.481,0.568,0.57,1,"insig","ENSG00000132970","WASF3"
"ENSG00000132972.19",0.922,-0.228,1.251,-0.182,0.856,1,"insig","ENSG00000132972","RNF17"
"ENSG00000132975.8",0.605,-0.098,1.443,-0.068,0.946,1,"insig","ENSG00000132975","GPR12"
"ENSG00000133019.12",79.448,-1.385,0.671,-2.062,0.039,0.803,"insig","ENSG00000133019","CHRM3"
"ENSG00000133020.4",0.636,0.265,1.085,0.244,0.807,1,"insig","ENSG00000133020","MYH8"
"ENSG00000133027.18",1418.283,-0.347,0.641,-0.541,0.589,1,"insig","ENSG00000133027","PEMT"
"ENSG00000133028.12",1388.086,-0.327,0.213,-1.533,0.125,0.972,"insig","ENSG00000133028","SCO1"
"ENSG00000133030.22",5862.746,-0.31,0.247,-1.255,0.21,1,"insig","ENSG00000133030","MPRIP"
"ENSG00000133048.13",1369.779,0.25,0.673,0.371,0.711,1,"insig","ENSG00000133048","CHI3L1"
"ENSG00000133063.16",315.253,2.386,0.836,2.855,0.004,0.294,"insig","ENSG00000133063","CHIT1"
"ENSG00000133065.11",1251.885,0.732,0.381,1.921,0.055,0.866,"insig","ENSG00000133065","SLC41A1"
"ENSG00000133069.17",154.957,1.324,0.461,2.872,0.004,0.293,"insig","ENSG00000133069","TMCC2"
"ENSG00000133083.15",125.502,0.181,0.53,0.342,0.733,1,"insig","ENSG00000133083","DCLK1"
"ENSG00000133101.10",5.11,0.832,0.624,1.334,0.182,1,"insig","ENSG00000133101","CCNA1"
"ENSG00000133103.17",731.102,-0.396,0.242,-1.636,0.102,0.945,"insig","ENSG00000133103","COG6"
"ENSG00000133104.14",1047.119,-0.454,0.34,-1.336,0.182,1,"insig","ENSG00000133104","SPART"
"ENSG00000133105.8",0.09,-0.41,3.657,-0.112,0.911,1,"insig","ENSG00000133105","RXFP2"
"ENSG00000133106.15",568.394,0.06,0.465,0.129,0.898,1,"insig","ENSG00000133106","EPSTI1"
"ENSG00000133107.15",52.212,0.024,0.4,0.06,0.952,1,"insig","ENSG00000133107","TRPC4"
"ENSG00000133110.15",3335.861,-0.311,0.58,-0.536,0.592,1,"insig","ENSG00000133110","POSTN"
"ENSG00000133111.4",124.36,-0.105,0.251,-0.416,0.677,1,"insig","ENSG00000133111","RFXAP"
"ENSG00000133112.17",60243.088,-0.173,0.278,-0.623,0.533,1,"insig","ENSG00000133112","TPT1"
"ENSG00000133114.18",815.605,-0.343,0.167,-2.057,0.04,0.804,"insig","ENSG00000133114","GPALPP1"
"ENSG00000133115.12",1.656,0.929,1.194,0.778,0.437,1,"insig","ENSG00000133115","STOML3"
"ENSG00000133116.8",35.985,0.937,0.551,1.701,0.089,0.945,"insig","ENSG00000133116","KL"
"ENSG00000133119.13",355.178,-0.429,0.226,-1.897,0.058,0.876,"insig","ENSG00000133119","RFC3"
"ENSG00000133121.21",894.408,0.117,0.321,0.366,0.715,1,"insig","ENSG00000133121","STARD13"
"ENSG00000133131.15",1169.528,0.072,0.254,0.285,0.776,1,"insig","ENSG00000133131","MORC4"
"ENSG00000133134.12",415.996,0.612,0.495,1.236,0.216,1,"insig","ENSG00000133134","BEX2"
"ENSG00000133135.14",3982.969,-0.275,0.51,-0.539,0.59,1,"insig","ENSG00000133135","RNF128"
"ENSG00000133138.20",540.479,-0.095,0.263,-0.36,0.719,1,"insig","ENSG00000133138","TBC1D8B"
"ENSG00000133169.6",44.149,-1.239,0.769,-1.612,0.107,0.952,"insig","ENSG00000133169","BEX1"
"ENSG00000133216.17",1016.925,-1.198,0.655,-1.83,0.067,0.917,"insig","ENSG00000133216","EPHB2"
"ENSG00000133243.10",3617.255,0.018,0.218,0.082,0.935,1,"insig","ENSG00000133243","BTBD2"
"ENSG00000133246.12",131.582,-0.234,0.382,-0.613,0.54,1,"insig","ENSG00000133246","PRAM1"
"ENSG00000133247.14",484.006,0.195,0.286,0.681,0.496,1,"insig","ENSG00000133247","KMT5C"
"ENSG00000133250.14",500.327,0.196,0.2,0.978,0.328,1,"insig","ENSG00000133250","ZNF414"
"ENSG00000133256.13",199.918,0.611,0.649,0.941,0.347,1,"insig","ENSG00000133256","PDE6B"
"ENSG00000133265.11",2138.843,0.053,0.244,0.219,0.827,1,"insig","ENSG00000133265","HSPBP1"
"ENSG00000133275.16",2987.818,-0.001,0.171,-0.007,0.994,1,"insig","ENSG00000133275","CSNK1G2"
"ENSG00000133302.13",221.031,-0.257,0.197,-1.305,0.192,1,"insig","ENSG00000133302","SLF1"
"ENSG00000133313.15",11213.038,0.065,0.247,0.264,0.792,1,"insig","ENSG00000133313","CNDP2"
"ENSG00000133315.12",1170.86,0.185,0.471,0.392,0.695,1,"insig","ENSG00000133315","MACROD1"
"ENSG00000133317.16",6.708,-0.505,0.611,-0.826,0.409,1,"insig","ENSG00000133317","LGALS12"
"ENSG00000133318.14",6792.659,-0.037,0.189,-0.194,0.846,1,"insig","ENSG00000133318","RTN3"
"ENSG00000133321.11",1566.321,-0.453,0.455,-0.995,0.32,1,"insig","ENSG00000133321","PLAAT4"
"ENSG00000133328.4",58.033,-0.841,0.836,-1.007,0.314,1,"insig","ENSG00000133328","PLAAT2"
"ENSG00000133392.18",2560.529,0.864,0.454,1.905,0.057,0.874,"insig","ENSG00000133392","MYH11"
"ENSG00000133393.13",1375.67,-0.085,0.143,-0.596,0.551,1,"insig","ENSG00000133393","CEP20"
"ENSG00000133398.4",1168.01,-0.322,0.233,-1.381,0.167,1,"insig","ENSG00000133398","MED10"
"ENSG00000133401.16",178.069,-0.277,0.462,-0.598,0.55,1,"insig","ENSG00000133401","PDZD2"
"ENSG00000133422.14",2439.128,0.113,0.203,0.558,0.577,1,"insig","ENSG00000133422","MORC2"
"ENSG00000133424.22",1095.146,-0.308,0.248,-1.244,0.214,1,"insig","ENSG00000133424","LARGE1"
"ENSG00000133433.11",68.871,0.157,0.571,0.276,0.783,1,"insig","ENSG00000133433","GSTT2B"
"ENSG00000133454.16",5.808,0.034,0.607,0.057,0.955,1,"insig","ENSG00000133454","MYO18B"
"ENSG00000133466.14",1002.248,0.179,0.271,0.659,0.51,1,"insig","ENSG00000133466","C1QTNF6"
"ENSG00000133477.17",396.482,-0.568,0.623,-0.912,0.362,1,"insig","ENSG00000133477","FAM83F"
"ENSG00000133488.15",922.42,0.254,0.637,0.399,0.69,1,"insig","ENSG00000133488","SEC14L4"
"ENSG00000133561.15",484.969,-0.093,0.394,-0.237,0.813,1,"insig","ENSG00000133561","GIMAP6"
"ENSG00000133574.10",847.75,-0.084,0.409,-0.204,0.838,1,"insig","ENSG00000133574","GIMAP4"
"ENSG00000133597.11",1171.502,0.009,0.22,0.04,0.968,1,"insig","ENSG00000133597","ADCK2"
"ENSG00000133606.11",3945.193,-0.014,0.124,-0.11,0.912,1,"insig","ENSG00000133606","MKRN1"
"ENSG00000133627.18",251.897,-0.274,0.22,-1.248,0.212,1,"insig","ENSG00000133627","ACTR3B"
"ENSG00000133636.11",156.436,2.574,0.984,2.616,0.009,0.406,"insig","ENSG00000133636","NTS"
"ENSG00000133639.6",13154.534,0.099,0.253,0.393,0.694,1,"insig","ENSG00000133639","BTG1"
"ENSG00000133640.20",65.232,0.818,0.871,0.939,0.348,1,"insig","ENSG00000133640","LRRIQ1"
"ENSG00000133641.18",452.125,-0.168,0.247,-0.68,0.497,1,"insig","ENSG00000133641","RLIG1"
"ENSG00000133661.17",51.64,0.598,0.391,1.529,0.126,0.972,"insig","ENSG00000133661","SFTPD"
"ENSG00000133665.13",24.385,0.057,0.848,0.067,0.946,1,"insig","ENSG00000133665","DYDC2"
"ENSG00000133678.14",1132.407,0.128,0.281,0.458,0.647,1,"insig","ENSG00000133678","TMEM254"
"ENSG00000133687.16",294.86,-0.178,0.444,-0.401,0.688,1,"insig","ENSG00000133687","TMTC1"
"ENSG00000133704.10",2004.114,-0.084,0.136,-0.616,0.538,1,"insig","ENSG00000133704","IPO8"
"ENSG00000133731.10",1215.194,-0.02,0.226,-0.09,0.928,1,"insig","ENSG00000133731","IMPA1"
"ENSG00000133739.16",510.621,0.104,0.369,0.283,0.777,1,"insig","ENSG00000133739","LRRCC1"
"ENSG00000133740.11",318.52,0.246,0.335,0.733,0.463,1,"insig","ENSG00000133740","E2F5"
"ENSG00000133742.14",4.244,0.466,1.016,0.459,0.646,1,"insig","ENSG00000133742","CA1"
"ENSG00000133773.12",714.282,0.127,0.139,0.914,0.361,1,"insig","ENSG00000133773","CCDC59"
"ENSG00000133789.15",1816.444,0.01,0.299,0.034,0.973,1,"insig","ENSG00000133789","SWAP70"
"ENSG00000133794.20",479.847,0.151,0.365,0.413,0.679,1,"insig","ENSG00000133794","BMAL1"
"ENSG00000133800.9",395.515,-0.446,0.709,-0.63,0.529,1,"insig","ENSG00000133800","LYVE1"
"ENSG00000133818.14",1300.144,-0.257,0.299,-0.859,0.39,1,"insig","ENSG00000133818","RRAS2"
"ENSG00000133858.17",1630.716,0.187,0.222,0.843,0.399,1,"insig","ENSG00000133858","ZFC3H1"
"ENSG00000133863.9",32.286,0.995,0.906,1.099,0.272,1,"insig","ENSG00000133863","TEX15"
"ENSG00000133872.14",11891.945,0.062,0.212,0.294,0.769,1,"insig","ENSG00000133872","SARAF"
"ENSG00000133874.2",395.966,0.589,0.276,2.132,0.033,0.755,"insig","ENSG00000133874","RNF122"
"ENSG00000133878.9",28.726,-0.798,0.597,-1.338,0.181,1,"insig","ENSG00000133878","DUSP26"
"ENSG00000133935.7",2447.894,0.134,0.396,0.34,0.734,1,"insig","ENSG00000133935","ERG28"
"ENSG00000133937.5",2.921,-0.366,0.725,-0.505,0.614,1,"insig","ENSG00000133937","GSC"
"ENSG00000133943.21",1635.382,-0.291,0.292,-0.996,0.319,1,"insig","ENSG00000133943","DGLUCY"
"ENSG00000133962.8",75.587,0.079,0.481,0.164,0.87,1,"insig","ENSG00000133962","CATSPERB"
"ENSG00000133980.5",1.263,1.543,1.792,0.861,0.389,1,"insig","ENSG00000133980","VRTN"
"ENSG00000133983.16",146.017,-0.063,0.214,-0.295,0.768,1,"insig","ENSG00000133983","COX16"
"ENSG00000133985.3",762.291,0.273,0.365,0.748,0.455,1,"insig","ENSG00000133985","TTC9"
"ENSG00000133997.12",464.638,-0.055,0.164,-0.338,0.736,1,"insig","ENSG00000133997","MED6"
"ENSG00000134001.15",1958.979,-0.262,0.171,-1.532,0.126,0.972,"insig","ENSG00000134001","EIF2S1"
"ENSG00000134007.5",1.764,-0.248,0.561,-0.441,0.659,1,"insig","ENSG00000134007","ADAM20"
"ENSG00000134013.16",1132.51,-0.515,0.441,-1.167,0.243,1,"insig","ENSG00000134013","LOXL2"
"ENSG00000134020.8",9.35,0.805,0.793,1.015,0.31,1,"insig","ENSG00000134020","PEBP4"
"ENSG00000134028.14",98.093,-0.472,0.696,-0.678,0.497,1,"insig","ENSG00000134028","ADAMDEC1"
"ENSG00000134030.14",1773.728,-0.061,0.26,-0.236,0.814,1,"insig","ENSG00000134030","CTIF"
"ENSG00000134042.14",121.854,-1.152,0.719,-1.601,0.109,0.954,"insig","ENSG00000134042","MRO"
"ENSG00000134046.12",2616.362,-0.072,0.175,-0.412,0.68,1,"insig","ENSG00000134046","MBD2"
"ENSG00000134049.6",1274.66,0.053,0.202,0.262,0.793,1,"insig","ENSG00000134049","IER3IP1"
"ENSG00000134056.12",893.915,0.318,0.261,1.221,0.222,1,"insig","ENSG00000134056","MRPS36"
"ENSG00000134057.15",797.323,-0.065,0.462,-0.141,0.888,1,"insig","ENSG00000134057","CCNB1"
"ENSG00000134058.12",978.345,0.643,0.204,3.153,0.002,0.18,"insig","ENSG00000134058","CDK7"
